user_id,anchor_news_id,news_id,rank,method,lambda
U1751,N31289,N59663,6,hybrid_mmr,0.7
U1751,N31289,N18978,7,hybrid_mmr,0.7
U1751,N31289,N21312,8,hybrid_mmr,0.7
U1751,N31289,N39149,9,hybrid_mmr,0.7
U1751,N31289,N19536,10,hybrid_mmr,0.7
U39062,N41541,N6831,1,hybrid_mmr,0.7
U39062,N41541,N28668,2,hybrid_mmr,0.7
U39062,N41541,N4745,3,hybrid_mmr,0.7
U39062,N41541,N2252,4,hybrid_mmr,0.7
U39062,N41541,N9839,5,hybrid_mmr,0.7
U39062,N41541,N27525,6,hybrid_mmr,0.7
U39062,N41541,N51058,7,hybrid_mmr,0.7
U39062,N41541,N1477,8,hybrid_mmr,0.7
U39062,N41541,N61051,9,hybrid_mmr,0.7
U39062,N41541,N7434,10,hybrid_mmr,0.7
U63294,N436,N18868,1,hybrid_mmr,0.7
U63294,N436,N9846,2,hybrid_mmr,0.7
U63294,N436,N10657,3,hybrid_mmr,0.7
U63294,N436,N61428,4,hybrid_mmr,0.7
U63294,N436,N52850,5,hybrid_mmr,0.7
U63294,N436,N11289,6,hybrid_mmr,0.7
U63294,N436,N32288,7,hybrid_mmr,0.7
U63294,N436,N62247,8,hybrid_mmr,0.7
U63294,N436,N56458,9,hybrid_mmr,0.7
U63294,N436,N21843,10,hybrid_mmr,0.7
U84029,N41541,N21444,1,hybrid_mmr,0.7
U84029,N41541,N26305,2,hybrid_mmr,0.7
U84029,N41541,N52506,3,hybrid_mmr,0.7
U84029,N41541,N6831,4,hybrid_mmr,0.7
U84029,N41541,N17546,5,hybrid_mmr,0.7
U84029,N41541,N7434,6,hybrid_mmr,0.7
U84029,N41541,N58443,7,hybrid_mmr,0.7
U84029,N41541,N34553,8,hybrid_mmr,0.7
U84029,N41541,N34380,9,hybrid_mmr,0.7
U84029,N41541,N5239,10,hybrid_mmr,0.7
U41095,N56458,N7434,1,hybrid_mmr,0.7
U41095,N56458,N63260,2,hybrid_mmr,0.7
U41095,N56458,N13347,3,hybrid_mmr,0.7
U41095,N56458,N43374,4,hybrid_mmr,0.7
U41095,N56458,N22834,5,hybrid_mmr,0.7
U41095,N56458,N1166,6,hybrid_mmr,0.7
U41095,N56458,N11289,7,hybrid_mmr,0.7
U41095,N56458,N52850,8,hybrid_mmr,0.7
U41095,N56458,N11461,9,hybrid_mmr,0.7
U41095,N56458,N34842,10,hybrid_mmr,0.7
U53394,N27738,N3487,1,hybrid_mmr,0.7
U53394,N27738,N43123,2,hybrid_mmr,0.7
U53394,N27738,N63781,3,hybrid_mmr,0.7
U53394,N27738,N33803,4,hybrid_mmr,0.7
U53394,N27738,N26579,5,hybrid_mmr,0.7
U53394,N27738,N3380,6,hybrid_mmr,0.7
U53394,N27738,N50773,7,hybrid_mmr,0.7
U53394,N27738,N25195,8,hybrid_mmr,0.7
U53394,N27738,N3283,9,hybrid_mmr,0.7
U53394,N27738,N63694,10,hybrid_mmr,0.7
U67490,N45612,N19065,1,hybrid_mmr,0.7
U67490,N45612,N48633,2,hybrid_mmr,0.7
U67490,N45612,N24116,3,hybrid_mmr,0.7
U67490,N45612,N11041,4,hybrid_mmr,0.7
U67490,N45612,N27437,5,hybrid_mmr,0.7
U67490,N45612,N11979,6,hybrid_mmr,0.7
U67490,N45612,N53639,7,hybrid_mmr,0.7
U67490,N45612,N5418,8,hybrid_mmr,0.7
U67490,N45612,N42301,9,hybrid_mmr,0.7
U67490,N45612,N1166,10,hybrid_mmr,0.7
U67490,N19685,N45612,1,hybrid_mmr,0.7
U67490,N19685,N12769,2,hybrid_mmr,0.7
U75059,N27738,N3487,1,hybrid_mmr,0.7
U75059,N27738,N3283,2,hybrid_mmr,0.7
U75059,N27738,N3380,3,hybrid_mmr,0.7
U75059,N27738,N50773,4,hybrid_mmr,0.7
U75059,N27738,N33803,5,hybrid_mmr,0.7
U75059,N27738,N62546,6,hybrid_mmr,0.7
U75059,N27738,N20355,7,hybrid_mmr,0.7
U75059,N27738,N3247,8,hybrid_mmr,0.7
U75059,N27738,N26579,9,hybrid_mmr,0.7
U75059,N27738,N25195,10,hybrid_mmr,0.7
U71156,N19685,N27738,1,hybrid_mmr,0.7
U71156,N19685,N3380,2,hybrid_mmr,0.7
U71156,N19685,N47195,3,hybrid_mmr,0.7
U71156,N19685,N26063,4,hybrid_mmr,0.7
U12929,N26063,N31857,1,hybrid_mmr,0.7
U12929,N26063,N30335,2,hybrid_mmr,0.7
U12929,N26063,N1641,3,hybrid_mmr,0.7
U12929,N26063,N56458,4,hybrid_mmr,0.7
U12929,N26063,N36918,5,hybrid_mmr,0.7
U12929,N26063,N3380,6,hybrid_mmr,0.7
U12929,N26063,N1670,7,hybrid_mmr,0.7
U12929,N26063,N1484,8,hybrid_mmr,0.7
U12929,N26063,N25556,9,hybrid_mmr,0.7
U12929,N26063,N13347,10,hybrid_mmr,0.7
U75454,N41541,N7434,1,hybrid_mmr,0.7
U75454,N41541,N21444,2,hybrid_mmr,0.7
U75454,N41541,N52506,3,hybrid_mmr,0.7
U75454,N41541,N59024,4,hybrid_mmr,0.7
U75454,N41541,N60120,5,hybrid_mmr,0.7
U75454,N41541,N6831,6,hybrid_mmr,0.7
U75454,N41541,N9839,7,hybrid_mmr,0.7
U75454,N41541,N41758,8,hybrid_mmr,0.7
U75454,N41541,N5239,9,hybrid_mmr,0.7
U75454,N41541,N61051,10,hybrid_mmr,0.7
U75454,N436,N62247,1,hybrid_mmr,0.7
U75454,N436,N11289,2,hybrid_mmr,0.7
U75454,N436,N10657,3,hybrid_mmr,0.7
U75454,N436,N18868,4,hybrid_mmr,0.7
U75454,N436,N9846,5,hybrid_mmr,0.7
U75454,N436,N61428,6,hybrid_mmr,0.7
U75454,N436,N41541,7,hybrid_mmr,0.7
U75454,N436,N21843,8,hybrid_mmr,0.7
U81989,N1477,N16361,1,hybrid_mmr,0.7
U81989,N1477,N8114,2,hybrid_mmr,0.7
U81989,N1477,N5239,3,hybrid_mmr,0.7
U81989,N1477,N61051,4,hybrid_mmr,0.7
U81989,N1477,N7434,5,hybrid_mmr,0.7
U81989,N1477,N60120,6,hybrid_mmr,0.7
U81989,N1477,N27318,7,hybrid_mmr,0.7
U81989,N1477,N18978,8,hybrid_mmr,0.7
U81989,N1477,N17228,9,hybrid_mmr,0.7
U81989,N1477,N4745,10,hybrid_mmr,0.7
U71943,N436,N18868,1,hybrid_mmr,0.7
U71943,N436,N9846,2,hybrid_mmr,0.7
U71943,N436,N62247,3,hybrid_mmr,0.7
U71943,N436,N11289,4,hybrid_mmr,0.7
U71943,N436,N52850,5,hybrid_mmr,0.7
U71943,N436,N10657,6,hybrid_mmr,0.7
U71943,N436,N41541,7,hybrid_mmr,0.7
U71943,N436,N61428,8,hybrid_mmr,0.7
U71943,N436,N21843,9,hybrid_mmr,0.7
U63104,N436,N18868,1,hybrid_mmr,0.7
U63104,N436,N10657,2,hybrid_mmr,0.7
U63104,N436,N9846,3,hybrid_mmr,0.7
U63104,N436,N56458,4,hybrid_mmr,0.7
U63104,N436,N62247,5,hybrid_mmr,0.7
U63104,N436,N11289,6,hybrid_mmr,0.7
U63104,N436,N61428,7,hybrid_mmr,0.7
U63104,N436,N21843,8,hybrid_mmr,0.7
U3319,N19685,N45612,1,hybrid_mmr,0.7
U3319,N19685,N12769,2,hybrid_mmr,0.7
U19264,N31289,N43208,1,hybrid_mmr,0.7
U19264,N31289,N21216,2,hybrid_mmr,0.7
U19264,N31289,N1477,3,hybrid_mmr,0.7
U19264,N31289,N436,4,hybrid_mmr,0.7
U19264,N31289,N14507,5,hybrid_mmr,0.7
U19264,N31289,N26305,6,hybrid_mmr,0.7
U19264,N31289,N13347,7,hybrid_mmr,0.7
U19264,N31289,N18145,8,hybrid_mmr,0.7
U19264,N31289,N12330,9,hybrid_mmr,0.7
U19264,N31289,N59663,10,hybrid_mmr,0.7
U19264,N13347,N3487,1,hybrid_mmr,0.7
U19264,N13347,N54253,2,hybrid_mmr,0.7
U19264,N13347,N3283,3,hybrid_mmr,0.7
U19264,N13347,N21168,4,hybrid_mmr,0.7
U19264,N13347,N7434,5,hybrid_mmr,0.7
U19264,N13347,N11289,6,hybrid_mmr,0.7
U19264,N13347,N49708,7,hybrid_mmr,0.7
U19264,N13347,N25556,8,hybrid_mmr,0.7
U19264,N13347,N50773,9,hybrid_mmr,0.7
U19264,N13347,N63559,10,hybrid_mmr,0.7
U21340,N52850,N34568,1,hybrid_mmr,0.7
U21340,N52850,N21168,2,hybrid_mmr,0.7
U21340,N52850,N11362,3,hybrid_mmr,0.7
U21340,N52850,N46501,4,hybrid_mmr,0.7
U21340,N52850,N22140,5,hybrid_mmr,0.7
U21340,N52850,N32977,6,hybrid_mmr,0.7
U21340,N52850,N47655,7,hybrid_mmr,0.7
U21340,N52850,N49708,8,hybrid_mmr,0.7
U21340,N52850,N61665,9,hybrid_mmr,0.7
U21340,N52850,N27659,10,hybrid_mmr,0.7
U90764,N32288,N3380,1,hybrid_mmr,0.7
U90764,N32288,N35202,2,hybrid_mmr,0.7
U90764,N32288,N4807,3,hybrid_mmr,0.7
U90764,N32288,N26455,4,hybrid_mmr,0.7
U90764,N32288,N63425,5,hybrid_mmr,0.7
U90764,N32288,N30335,6,hybrid_mmr,0.7
U90764,N32288,N56458,7,hybrid_mmr,0.7
U90764,N32288,N31857,8,hybrid_mmr,0.7
U90764,N32288,N36918,9,hybrid_mmr,0.7
U90764,N32288,N1641,10,hybrid_mmr,0.7
U46271,N41541,N45363,1,hybrid_mmr,0.7
U46271,N41541,N7434,2,hybrid_mmr,0.7
U46271,N41541,N5812,3,hybrid_mmr,0.7
U46271,N41541,N16361,4,hybrid_mmr,0.7
U46271,N41541,N41758,5,hybrid_mmr,0.7
U46271,N41541,N61051,6,hybrid_mmr,0.7
U46271,N41541,N27318,7,hybrid_mmr,0.7
U46271,N41541,N17546,8,hybrid_mmr,0.7
U46271,N41541,N58443,9,hybrid_mmr,0.7
U46271,N41541,N5239,10,hybrid_mmr,0.7
U14670,N27738,N57232,1,hybrid_mmr,0.7
U14670,N27738,N26579,2,hybrid_mmr,0.7
U14670,N27738,N25195,3,hybrid_mmr,0.7
U14670,N27738,N3487,4,hybrid_mmr,0.7
U14670,N27738,N53687,5,hybrid_mmr,0.7
U14670,N27738,N33297,6,hybrid_mmr,0.7
U14670,N27738,N44058,7,hybrid_mmr,0.7
U14670,N27738,N18174,8,hybrid_mmr,0.7
U14670,N27738,N19685,9,hybrid_mmr,0.7
U14670,N27738,N41786,10,hybrid_mmr,0.7
U43761,N13347,N7434,1,hybrid_mmr,0.7
U43761,N13347,N3380,2,hybrid_mmr,0.7
U43761,N13347,N3487,3,hybrid_mmr,0.7
U43761,N13347,N26305,4,hybrid_mmr,0.7
U43761,N13347,N11289,5,hybrid_mmr,0.7
U43761,N13347,N36689,6,hybrid_mmr,0.7
U43761,N13347,N3283,7,hybrid_mmr,0.7
U43761,N13347,N56458,8,hybrid_mmr,0.7
U43761,N13347,N55207,9,hybrid_mmr,0.7
U43761,N13347,N26099,10,hybrid_mmr,0.7
U37473,N436,N21843,1,hybrid_mmr,0.7
U37473,N436,N62247,2,hybrid_mmr,0.7
U37473,N436,N61428,3,hybrid_mmr,0.7
U37473,N436,N11289,4,hybrid_mmr,0.7
U37473,N436,N10657,5,hybrid_mmr,0.7
U37473,N436,N9846,6,hybrid_mmr,0.7
U37473,N436,N18868,7,hybrid_mmr,0.7
U3318,N21312,N31289,1,hybrid_mmr,0.7
U3318,N21312,N31722,2,hybrid_mmr,0.7
U3318,N21312,N8711,3,hybrid_mmr,0.7
U3318,N21312,N26537,4,hybrid_mmr,0.7
U3318,N21312,N53033,5,hybrid_mmr,0.7
U3318,N21312,N18978,6,hybrid_mmr,0.7
U3318,N21312,N19536,7,hybrid_mmr,0.7
U3318,N21312,N36689,8,hybrid_mmr,0.7
U3318,N21312,N53687,9,hybrid_mmr,0.7
U3318,N21312,N39149,10,hybrid_mmr,0.7
U13976,N48049,N49642,1,hybrid_mmr,0.7
U13976,N48049,N35643,2,hybrid_mmr,0.7
U13976,N48049,N163,3,hybrid_mmr,0.7
U13976,N48049,N1951,4,hybrid_mmr,0.7
U13976,N48049,N32690,5,hybrid_mmr,0.7
U13976,N48049,N51476,6,hybrid_mmr,0.7
U13976,N48049,N40379,7,hybrid_mmr,0.7
U13976,N48049,N29983,8,hybrid_mmr,0.7
U13976,N48049,N3283,9,hybrid_mmr,0.7
U13976,N48049,N3609,10,hybrid_mmr,0.7
U85720,N13347,N3487,1,hybrid_mmr,0.7
U85720,N13347,N7434,2,hybrid_mmr,0.7
U85720,N13347,N54253,3,hybrid_mmr,0.7
U85720,N13347,N50773,4,hybrid_mmr,0.7
U85720,N13347,N55207,5,hybrid_mmr,0.7
U85720,N13347,N36689,6,hybrid_mmr,0.7
U85720,N13347,N25556,7,hybrid_mmr,0.7
U85720,N13347,N11289,8,hybrid_mmr,0.7
U85720,N13347,N21168,9,hybrid_mmr,0.7
U85720,N13347,N56458,10,hybrid_mmr,0.7
U20497,N31289,N43208,1,hybrid_mmr,0.7
U20497,N31289,N21216,2,hybrid_mmr,0.7
U20497,N31289,N45612,3,hybrid_mmr,0.7
U20497,N31289,N13347,4,hybrid_mmr,0.7
U20497,N31289,N59663,5,hybrid_mmr,0.7
U20497,N31289,N19685,6,hybrid_mmr,0.7
U20497,N31289,N12769,7,hybrid_mmr,0.7
U20497,N31289,N53687,8,hybrid_mmr,0.7
U20497,N13347,N3487,1,hybrid_mmr,0.7
U20497,N13347,N7434,2,hybrid_mmr,0.7
U20497,N13347,N54253,3,hybrid_mmr,0.7
U20497,N13347,N25556,4,hybrid_mmr,0.7
U20497,N13347,N55207,5,hybrid_mmr,0.7
U20497,N13347,N11289,6,hybrid_mmr,0.7
U20497,N13347,N26099,7,hybrid_mmr,0.7
U20497,N13347,N9643,8,hybrid_mmr,0.7
U20497,N13347,N50773,9,hybrid_mmr,0.7
U20497,N13347,N63559,10,hybrid_mmr,0.7
U4847,N12769,N20107,1,hybrid_mmr,0.7
U4847,N12769,N22434,2,hybrid_mmr,0.7
U4847,N12769,N25396,3,hybrid_mmr,0.7
U4847,N12769,N29119,4,hybrid_mmr,0.7
U4847,N12769,N22735,5,hybrid_mmr,0.7
U4847,N12769,N60129,6,hybrid_mmr,0.7
U4847,N12769,N4198,7,hybrid_mmr,0.7
U4847,N12769,N54210,8,hybrid_mmr,0.7
U4847,N12769,N499,9,hybrid_mmr,0.7
U4847,N12769,N35713,10,hybrid_mmr,0.7
U41036,N13347,N54253,1,hybrid_mmr,0.7
U41036,N13347,N1166,2,hybrid_mmr,0.7
U41036,N13347,N48043,3,hybrid_mmr,0.7
U41036,N13347,N13415,4,hybrid_mmr,0.7
U41036,N13347,N55207,5,hybrid_mmr,0.7
U41036,N13347,N36689,6,hybrid_mmr,0.7
U41036,N13347,N60341,7,hybrid_mmr,0.7
U41036,N13347,N16606,8,hybrid_mmr,0.7
U41036,N13347,N33075,9,hybrid_mmr,0.7
U41036,N13347,N31857,10,hybrid_mmr,0.7
U10258,N41541,N5812,1,hybrid_mmr,0.7
U10258,N41541,N7434,2,hybrid_mmr,0.7
U10258,N41541,N52506,3,hybrid_mmr,0.7
U10258,N41541,N21444,4,hybrid_mmr,0.7
U10258,N41541,N9839,5,hybrid_mmr,0.7
U10258,N41541,N16361,6,hybrid_mmr,0.7
U10258,N41541,N26305,7,hybrid_mmr,0.7
U10258,N41541,N28668,8,hybrid_mmr,0.7
U10258,N41541,N58443,9,hybrid_mmr,0.7
U10258,N41541,N41758,10,hybrid_mmr,0.7
U10258,N52850,N32977,1,hybrid_mmr,0.7
U10258,N52850,N34568,2,hybrid_mmr,0.7
U10258,N52850,N49708,3,hybrid_mmr,0.7
U10258,N52850,N38120,4,hybrid_mmr,0.7
U10258,N52850,N61665,5,hybrid_mmr,0.7
U10258,N52850,N48617,6,hybrid_mmr,0.7
U10258,N52850,N59931,7,hybrid_mmr,0.7
U10258,N52850,N62314,8,hybrid_mmr,0.7
U10258,N52850,N46501,9,hybrid_mmr,0.7
U10258,N52850,N11362,10,hybrid_mmr,0.7
U80229,N436,N9846,1,hybrid_mmr,0.7
U80229,N436,N32288,2,hybrid_mmr,0.7
U80229,N436,N18868,3,hybrid_mmr,0.7
U80229,N436,N61428,4,hybrid_mmr,0.7
U80229,N436,N10657,5,hybrid_mmr,0.7
U80229,N436,N11289,6,hybrid_mmr,0.7
U80229,N436,N52850,7,hybrid_mmr,0.7
U80229,N436,N62247,8,hybrid_mmr,0.7
U80229,N436,N56458,9,hybrid_mmr,0.7
U80229,N436,N21843,10,hybrid_mmr,0.7
U12170,N33297,N59931,1,hybrid_mmr,0.7
U12170,N33297,N52469,2,hybrid_mmr,0.7
U12170,N33297,N11681,3,hybrid_mmr,0.7
U12170,N33297,N27738,4,hybrid_mmr,0.7
U12170,N33297,N11362,5,hybrid_mmr,0.7
U12170,N33297,N42703,6,hybrid_mmr,0.7
U12170,N33297,N45612,7,hybrid_mmr,0.7
U12170,N33297,N19685,8,hybrid_mmr,0.7
U12170,N33297,N26063,9,hybrid_mmr,0.7
U12170,N33297,N62397,10,hybrid_mmr,0.7
U46574,N26063,N7434,1,hybrid_mmr,0.7
U46574,N26063,N19743,2,hybrid_mmr,0.7
U46574,N26063,N52850,3,hybrid_mmr,0.7
U46574,N26063,N1166,4,hybrid_mmr,0.7
U46574,N26063,N11289,5,hybrid_mmr,0.7
U46574,N26063,N25556,6,hybrid_mmr,0.7
U46574,N26063,N56458,7,hybrid_mmr,0.7
U46574,N26063,N1484,8,hybrid_mmr,0.7
U46574,N26063,N13347,9,hybrid_mmr,0.7
U46574,N26063,N1670,10,hybrid_mmr,0.7
U17906,N56458,N7434,1,hybrid_mmr,0.7
U17906,N56458,N54253,2,hybrid_mmr,0.7
U17906,N56458,N43374,3,hybrid_mmr,0.7
U17906,N56458,N25556,4,hybrid_mmr,0.7
U17906,N56458,N11289,5,hybrid_mmr,0.7
U17906,N56458,N63260,6,hybrid_mmr,0.7
U17906,N56458,N22834,7,hybrid_mmr,0.7
U17906,N56458,N52850,8,hybrid_mmr,0.7
U17906,N56458,N1641,9,hybrid_mmr,0.7
U17906,N56458,N11461,10,hybrid_mmr,0.7
U10002,N436,N11289,1,hybrid_mmr,0.7
U10002,N436,N61428,2,hybrid_mmr,0.7
U10002,N436,N10657,3,hybrid_mmr,0.7
U10002,N436,N9846,4,hybrid_mmr,0.7
U10002,N436,N18868,5,hybrid_mmr,0.7
U10002,N436,N62247,6,hybrid_mmr,0.7
U10002,N436,N21843,7,hybrid_mmr,0.7
U83960,N436,N10657,1,hybrid_mmr,0.7
U83960,N436,N61428,2,hybrid_mmr,0.7
U83960,N436,N11289,3,hybrid_mmr,0.7
U83960,N436,N62247,4,hybrid_mmr,0.7
U83960,N436,N18868,5,hybrid_mmr,0.7
U83960,N436,N21843,6,hybrid_mmr,0.7
U83960,N436,N9846,7,hybrid_mmr,0.7
U43419,N52850,N43085,1,hybrid_mmr,0.7
U43419,N52850,N34568,2,hybrid_mmr,0.7
U43419,N52850,N46501,3,hybrid_mmr,0.7
U43419,N52850,N47205,4,hybrid_mmr,0.7
U43419,N52850,N25929,5,hybrid_mmr,0.7
U43419,N52850,N63559,6,hybrid_mmr,0.7
U43419,N52850,N19839,7,hybrid_mmr,0.7
U43419,N52850,N61665,8,hybrid_mmr,0.7
U43419,N52850,N2645,9,hybrid_mmr,0.7
U43419,N52850,N11362,10,hybrid_mmr,0.7
U87312,N52850,N43085,1,hybrid_mmr,0.7
U87312,N52850,N26099,2,hybrid_mmr,0.7
U87312,N52850,N38120,3,hybrid_mmr,0.7
U87312,N52850,N34568,4,hybrid_mmr,0.7
U87312,N52850,N2645,5,hybrid_mmr,0.7
U87312,N52850,N61665,6,hybrid_mmr,0.7
U87312,N52850,N19839,7,hybrid_mmr,0.7
U87312,N52850,N42703,8,hybrid_mmr,0.7
U87312,N52850,N22140,9,hybrid_mmr,0.7
U87312,N52850,N47655,10,hybrid_mmr,0.7
U3162,N8306,N163,1,hybrid_mmr,0.7
U3162,N8306,N18868,2,hybrid_mmr,0.7
U3162,N8306,N54361,3,hybrid_mmr,0.7
U3162,N8306,N35643,4,hybrid_mmr,0.7
U3162,N8306,N11681,5,hybrid_mmr,0.7
U3162,N8306,N25019,6,hybrid_mmr,0.7
U3162,N8306,N59395,7,hybrid_mmr,0.7
U3162,N8306,N34842,8,hybrid_mmr,0.7
U3162,N8306,N33398,9,hybrid_mmr,0.7
U3162,N8306,N25762,10,hybrid_mmr,0.7
U7913,N14507,N51058,1,hybrid_mmr,0.7
U7913,N14507,N26305,2,hybrid_mmr,0.7
U7913,N14507,N58443,3,hybrid_mmr,0.7
U7913,N14507,N59543,4,hybrid_mmr,0.7
U7913,N14507,N5239,5,hybrid_mmr,0.7
U7913,N14507,N1477,6,hybrid_mmr,0.7
U7913,N14507,N11130,7,hybrid_mmr,0.7
U7913,N14507,N26063,8,hybrid_mmr,0.7
U7913,N14507,N34553,9,hybrid_mmr,0.7
U7913,N14507,N60120,10,hybrid_mmr,0.7
U71296,N13347,N55207,1,hybrid_mmr,0.7
U71296,N13347,N7434,2,hybrid_mmr,0.7
U71296,N13347,N25556,3,hybrid_mmr,0.7
U71296,N13347,N36689,4,hybrid_mmr,0.7
U71296,N13347,N46501,5,hybrid_mmr,0.7
U71296,N13347,N3487,6,hybrid_mmr,0.7
U71296,N13347,N13415,7,hybrid_mmr,0.7
U71296,N13347,N11289,8,hybrid_mmr,0.7
U71296,N13347,N26063,9,hybrid_mmr,0.7
U71296,N13347,N63559,10,hybrid_mmr,0.7
U54456,N52850,N26099,1,hybrid_mmr,0.7
U54456,N52850,N43085,2,hybrid_mmr,0.7
U54456,N52850,N38468,3,hybrid_mmr,0.7
U54456,N52850,N48617,4,hybrid_mmr,0.7
U54456,N52850,N63796,5,hybrid_mmr,0.7
U54456,N52850,N38120,6,hybrid_mmr,0.7
U54456,N52850,N63559,7,hybrid_mmr,0.7
U54456,N52850,N17463,8,hybrid_mmr,0.7
U54456,N52850,N32977,9,hybrid_mmr,0.7
U54456,N52850,N42136,10,hybrid_mmr,0.7
U64002,N13347,N13415,1,hybrid_mmr,0.7
U64002,N13347,N26063,2,hybrid_mmr,0.7
U64002,N13347,N46501,3,hybrid_mmr,0.7
U64002,N13347,N55207,4,hybrid_mmr,0.7
U64002,N13347,N18174,5,hybrid_mmr,0.7
U64002,N13347,N36689,6,hybrid_mmr,0.7
U64002,N13347,N7434,7,hybrid_mmr,0.7
U64002,N13347,N26305,8,hybrid_mmr,0.7
U64002,N13347,N48043,9,hybrid_mmr,0.7
U64002,N13347,N11289,10,hybrid_mmr,0.7
U19376,N31289,N21216,1,hybrid_mmr,0.7
U19376,N31289,N43208,2,hybrid_mmr,0.7
U19376,N31289,N59663,3,hybrid_mmr,0.7
U19376,N31289,N13347,4,hybrid_mmr,0.7
U19376,N31289,N53687,5,hybrid_mmr,0.7
U43852,N12330,N35643,1,hybrid_mmr,0.7
U43852,N12330,N59395,2,hybrid_mmr,0.7
U43852,N12330,N33297,3,hybrid_mmr,0.7
U43852,N12330,N23379,4,hybrid_mmr,0.7
U43852,N12330,N40379,5,hybrid_mmr,0.7
U43852,N12330,N33458,6,hybrid_mmr,0.7
U43852,N12330,N26537,7,hybrid_mmr,0.7
U43852,N12330,N64789,8,hybrid_mmr,0.7
U43852,N12330,N3283,9,hybrid_mmr,0.7
U43852,N12330,N163,10,hybrid_mmr,0.7
U17859,N13347,N7434,1,hybrid_mmr,0.7
U17859,N13347,N3487,2,hybrid_mmr,0.7
U17859,N13347,N54253,3,hybrid_mmr,0.7
U17859,N13347,N25556,4,hybrid_mmr,0.7
U17859,N13347,N54038,5,hybrid_mmr,0.7
U17859,N13347,N11289,6,hybrid_mmr,0.7
U17859,N13347,N55207,7,hybrid_mmr,0.7
U17859,N13347,N1641,8,hybrid_mmr,0.7
U17859,N13347,N50773,9,hybrid_mmr,0.7
U17859,N13347,N9643,10,hybrid_mmr,0.7
U17859,N53687,N20750,1,hybrid_mmr,0.7
U17859,N53687,N51490,2,hybrid_mmr,0.7
U17859,N53687,N50773,3,hybrid_mmr,0.7
U17859,N53687,N25019,4,hybrid_mmr,0.7
U17859,N53687,N25556,5,hybrid_mmr,0.7
U17859,N53687,N3283,6,hybrid_mmr,0.7
U17859,N53687,N26537,7,hybrid_mmr,0.7
U17859,N53687,N12219,8,hybrid_mmr,0.7
U17859,N53687,N27738,9,hybrid_mmr,0.7
U17859,N53687,N13559,10,hybrid_mmr,0.7
U2387,N11681,N11185,1,hybrid_mmr,0.7
U2387,N11681,N27738,2,hybrid_mmr,0.7
U2387,N11681,N14507,3,hybrid_mmr,0.7
U2387,N11681,N26063,4,hybrid_mmr,0.7
U2387,N11681,N2790,5,hybrid_mmr,0.7
U39045,N436,N10657,1,hybrid_mmr,0.7
U39045,N436,N18868,2,hybrid_mmr,0.7
U39045,N436,N9846,3,hybrid_mmr,0.7
U39045,N436,N61428,4,hybrid_mmr,0.7
U39045,N436,N62247,5,hybrid_mmr,0.7
U39045,N436,N11289,6,hybrid_mmr,0.7
U39045,N436,N21843,7,hybrid_mmr,0.7
U82982,N24017,N9671,1,hybrid_mmr,0.7
U82982,N24017,N26063,2,hybrid_mmr,0.7
U82982,N24017,N15603,3,hybrid_mmr,0.7
U82982,N24017,N48049,4,hybrid_mmr,0.7
U82982,N24017,N53315,5,hybrid_mmr,0.7
U82982,N24017,N20708,6,hybrid_mmr,0.7
U82982,N24017,N13682,7,hybrid_mmr,0.7
U82982,N24017,N48972,8,hybrid_mmr,0.7
U75104,N436,N9846,1,hybrid_mmr,0.7
U75104,N436,N62247,2,hybrid_mmr,0.7
U75104,N436,N18868,3,hybrid_mmr,0.7
U75104,N436,N11289,4,hybrid_mmr,0.7
U75104,N436,N10657,5,hybrid_mmr,0.7
U75104,N436,N32288,6,hybrid_mmr,0.7
U75104,N436,N41541,7,hybrid_mmr,0.7
U75104,N436,N61428,8,hybrid_mmr,0.7
U75104,N436,N27738,9,hybrid_mmr,0.7
U75104,N436,N21843,10,hybrid_mmr,0.7
U2986,N27738,N3487,1,hybrid_mmr,0.7
U2986,N27738,N3283,2,hybrid_mmr,0.7
U2986,N27738,N33803,3,hybrid_mmr,0.7
U2986,N27738,N20355,4,hybrid_mmr,0.7
U2986,N27738,N11681,5,hybrid_mmr,0.7
U2986,N27738,N62546,6,hybrid_mmr,0.7
U2986,N27738,N3380,7,hybrid_mmr,0.7
U2986,N27738,N17377,8,hybrid_mmr,0.7
U2986,N27738,N50773,9,hybrid_mmr,0.7
U2986,N27738,N63781,10,hybrid_mmr,0.7
U2986,N48049,N20750,1,hybrid_mmr,0.7
U2986,N48049,N51476,2,hybrid_mmr,0.7
U2986,N48049,N58282,3,hybrid_mmr,0.7
U2986,N48049,N23379,4,hybrid_mmr,0.7
U2986,N48049,N40379,5,hybrid_mmr,0.7
U2986,N48049,N3283,6,hybrid_mmr,0.7
U2986,N48049,N25556,7,hybrid_mmr,0.7
U2986,N48049,N25019,8,hybrid_mmr,0.7
U2986,N48049,N32869,9,hybrid_mmr,0.7
U2986,N48049,N29983,10,hybrid_mmr,0.7
U2986,N12769,N25396,1,hybrid_mmr,0.7
U2986,N12769,N11681,2,hybrid_mmr,0.7
U2986,N12769,N20107,3,hybrid_mmr,0.7
U2986,N12769,N27738,4,hybrid_mmr,0.7
U2986,N12769,N56132,5,hybrid_mmr,0.7
U2986,N12769,N60129,6,hybrid_mmr,0.7
U2986,N12769,N33297,7,hybrid_mmr,0.7
U2986,N12769,N8863,8,hybrid_mmr,0.7
